Sévérité,Type,URL,Détail,Preuve
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'phpMyAdmin' sans flag Secure — transmis en clair sur HTTP.,Cookie: phpMyAdmin | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'phpMyAdmin' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: phpMyAdmin | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'pma_lang' sans flag Secure — transmis en clair sur HTTP.,Cookie: pma_lang | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'pma_lang' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: pma_lang | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'pma_charset' sans flag Secure — transmis en clair sur HTTP.,Cookie: pma_charset | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'pma_charset' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: pma_charset | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'pma_fontsize' sans flag Secure — transmis en clair sur HTTP.,Cookie: pma_fontsize | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'pma_fontsize' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: pma_fontsize | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'showhints' sans flag Secure — transmis en clair sur HTTP.,Cookie: showhints | Secure: False | HttpOnly: False | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_HTTPONLY_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'showhints' sans flag HttpOnly — accessible via JavaScript (risque XSS).,Cookie: showhints | Secure: False | HttpOnly: False | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Cookie 'showhints' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: showhints | Secure: False | HttpOnly: False | SameSite: absent | Sensible: False
medium,CSRF_SESSION_COOKIE_NO_SAMESITE,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,"Cookie de session 'PHPSESSID' sans flag SameSite (ou SameSite=None). Ce cookie sera envoyé lors de requêtes cross-site, facilitant les attaques CSRF.",Cookie: PHPSESSID | Secure: False | SameSite: absent
medium,MISSING_HEADER_X_FRAME_OPTIONS,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,X-Frame-Options est absent. Cet en-tête protège contre le clickjacking en interdisant l'intégration dans des iframes.,En-tête 'X-Frame-Options' absent de la réponse HTTP (status 200).
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'PHPSESSID' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: PHPSESSID | Secure: False | HttpOnly: False | SameSite: absent | Sensible: True
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'phpMyAdmin' sans flag Secure — transmis en clair sur HTTP.,Cookie: phpMyAdmin | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'phpMyAdmin' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: phpMyAdmin | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'pma_lang' sans flag Secure — transmis en clair sur HTTP.,Cookie: pma_lang | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'pma_lang' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: pma_lang | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'pma_charset' sans flag Secure — transmis en clair sur HTTP.,Cookie: pma_charset | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'pma_charset' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: pma_charset | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'pma_theme' sans flag Secure — transmis en clair sur HTTP.,Cookie: pma_theme | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'pma_theme' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: pma_theme | Secure: False | HttpOnly: True | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SECURE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'showhints' sans flag Secure — transmis en clair sur HTTP.,Cookie: showhints | Secure: False | HttpOnly: False | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_HTTPONLY_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'showhints' sans flag HttpOnly — accessible via JavaScript (risque XSS).,Cookie: showhints | Secure: False | HttpOnly: False | SameSite: absent | Sensible: False
medium,COOKIE_MISSING_SAMESITE_FLAG,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Cookie 'showhints' sans flag SameSite — vulnérable aux attaques CSRF.,Cookie: showhints | Secure: False | HttpOnly: False | SameSite: absent | Sensible: False
medium,CSRF_SESSION_COOKIE_NO_SAMESITE,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,"Cookie de session 'PHPSESSID' sans flag SameSite (ou SameSite=None). Ce cookie sera envoyé lors de requêtes cross-site, facilitant les attaques CSRF.",Cookie: PHPSESSID | Secure: False | SameSite: absent
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php?page=login.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php?page=login.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php?page=login.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php?page=login.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php?page=login.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php?page=login.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php?page=home.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php?page=home.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php?page=home.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php?do=toggle-hints&page=home.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php?do=toggle-hints&page=home.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php?do=toggle-hints&page=home.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=home.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=home.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=home.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/set-up-database.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/set-up-database.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/set-up-database.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php?page=show-log.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php?page=show-log.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php?page=show-log.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php?do=toggle-security&page=show-log.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_X_CONTENT_TYPE_OPTIONS,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,X-Content-Type-Options est absent. Cet en-tête bloque le MIME-sniffing du navigateur (valeur attendue : nosniff).,En-tête 'X-Content-Type-Options' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_REFERRER_POLICY,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,Referrer-Policy est absent. Cet en-tête contrôle les informations de référent envoyées avec chaque requête.,En-tête 'Referrer-Policy' absent de la réponse HTTP (status 200).
low,MISSING_HEADER_PERMISSIONS_POLICY,http://10.189.121.120/mutillidae/index.php?page=captured-data.php,"Permissions-Policy est absent. Cet en-tête contrôle l'accès aux API sensibles du navigateur (caméra, micro, géoloc…).",En-tête 'Permissions-Policy' absent de la réponse HTTP (status 200).
